monster1,monster2,m1_win_pct,m2_win_pct,balance
Dust Mephit,Giant Lizard,26.0,74.0,26.0
Eagle,Giant Fire Beetle,74.0,26.0,26.0
Efreeti,Young Silver Dragon,26.0,74.0,26.0
Frost Giant,Roper,74.0,26.0,26.0
Ghost,Winter Wolf,26.0,74.0,26.0
Giant Badger,Giant Frog,26.0,74.0,26.0
Giant Badger,Magma Mephit,26.0,74.0,26.0
Giant Badger,Skeleton,26.0,74.0,26.0
Giant Poisonous Snake,Skeleton,74.0,26.0,26.0
Giant Scorpion,Mummy,26.0,74.0,26.0
Giant Spider,"Wererat, Human Form",74.0,26.0,26.0
Giant Toad,Warhorse,74.0,26.0,26.0
Giant Wolf Spider,Pseudodragon,74.0,26.0,26.0
Gibbering Mouther,Knight,26.0,74.0,26.0
Gibbering Mouther,Saber-Toothed Tiger,74.0,26.0,26.0
Gibbering Mouther,Troll,26.0,74.0,26.0
Gnoll,"Wererat, Human Form",26.0,74.0,26.0
Goblin,Priest,26.0,74.0,26.0
Gynosphinx,Hezrou,74.0,26.0,26.0
Gynosphinx,Young Bronze Dragon,26.0,74.0,26.0
Hobgoblin,Imp,74.0,26.0,26.0
Ice Mephit,Riding Horse,26.0,74.0,26.0
Mage,Thug,74.0,26.0,26.0
Mammoth,Young Bronze Dragon,74.0,26.0,26.0
Merrow,"Werewolf, Hybrid Form",74.0,26.0,26.0
Merrow,"Werewolf, Wolf Form",74.0,26.0,26.0
Mummy,Will-o'-Wisp,74.0,26.0,26.0
Ogre,Sea Hag,74.0,26.0,26.0
Oni,Xorn,26.0,74.0,26.0
Orc,Warhorse Skeleton,26.0,74.0,26.0
Pegasus,Saber-Toothed Tiger,74.0,26.0,26.0
Phase Spider,Swarm of Quippers,26.0,74.0,26.0
Plesiosaurus,Wraith,26.0,74.0,26.0
Reef Shark,Warhorse,26.0,74.0,26.0
Solar,Storm Giant,74.0,26.0,26.0
Swarm of Beetles,Thug,74.0,26.0,26.0
Swarm of Centipedes,Thug,74.0,26.0,26.0
Swarm of Insects,Thug,74.0,26.0,26.0
Swarm of Spiders,Thug,74.0,26.0,26.0
Swarm of Wasps,Thug,74.0,26.0,26.0
Vrock,Xorn,26.0,74.0,26.0
Adult Brass Dragon,Frost Giant,74.5,25.5,25.5
Adult Bronze Dragon,Nalfeshnee,25.5,74.5,25.5
Ankheg,Azer,74.5,25.5,25.5
Ankheg,Bearded Devil,74.5,25.5,25.5
Ankheg,Ghost,25.5,74.5,25.5
Ape,Giant Eagle,25.5,74.5,25.5
Ape,Giant Poisonous Snake,74.5,25.5,25.5
Ape,Lion,25.5,74.5,25.5
Ape,Scout,74.5,25.5,25.5
Archmage,Merrow,74.5,25.5,25.5
Axe Beak,Riding Horse,74.5,25.5,25.5
Azer,Doppelganger,25.5,74.5,25.5
Bandit,Giant Frog,25.5,74.5,25.5
Barbed Devil,Flesh Golem,25.5,74.5,25.5
Barbed Devil,Spirit Naga,74.5,25.5,25.5
Black Bear,Imp,74.5,25.5,25.5
Black Dragon Wyrmling,Centaur,25.5,74.5,25.5
Black Dragon Wyrmling,Wight,74.5,25.5,25.5
Blood Hawk,Noble,25.5,74.5,25.5
Blue Dragon Wyrmling,Ogre Zombie,25.5,74.5,25.5
Brass Dragon Wyrmling,Giant Toad,25.5,74.5,25.5
Brass Dragon Wyrmling,Giant Vulture,74.5,25.5,25.5
Brass Dragon Wyrmling,Grick,25.5,74.5,25.5
Brass Dragon Wyrmling,Phase Spider,25.5,74.5,25.5
Bronze Dragon Wyrmling,Succubus/Incubus,25.5,74.5,25.5
Bugbear,Sea Hag,25.5,74.5,25.5
Camel,Violet Fungus,25.5,74.5,25.5
Clay Golem,Hill Giant,74.5,25.5,25.5
Commoner,Hawk,74.5,25.5,25.5
Commoner,Quipper,74.5,25.5,25.5
Commoner,Weasel,74.5,25.5,25.5
Cult Fanatic,Wolf,74.5,25.5,25.5
Deep Gnome (Svirfneblin),Lion,25.5,74.5,25.5
Deep Gnome (Svirfneblin),Scout,74.5,25.5,25.5
Dire Wolf,Sea Hag,25.5,74.5,25.5
Djinni,Gynosphinx,74.5,25.5,25.5
Draft Horse,Phase Spider,25.5,74.5,25.5
Draft Horse,Shadow,74.5,25.5,25.5
Dretch,Magma Mephit,25.5,74.5,25.5
Dretch,Mule,74.5,25.5,25.5
Drider,Ogre,25.5,74.5,25.5
Earth Elemental,Gorgon,25.5,74.5,25.5
Elk,Giant Lizard,25.5,74.5,25.5
Elk,Pony,74.5,25.5,25.5
Elk,Shadow,25.5,74.5,25.5
Gargoyle,Giant Hyena,25.5,74.5,25.5
Ghoul,Giant Vulture,74.5,25.5,25.5
Giant Badger,Giant Sea Horse,25.5,74.5,25.5
Giant Badger,Pseudodragon,74.5,25.5,25.5
Giant Badger,Wolf,25.5,74.5,25.5
Giant Boar,Hunter Shark,25.5,74.5,25.5
Giant Boar,Veteran,25.5,74.5,25.5
Giant Eagle,Hippogriff,74.5,25.5,25.5
Giant Lizard,"Wererat, Human Form",25.5,74.5,25.5
Giant Rat,Noble,25.5,74.5,25.5
Giant Rat (Diseased),Noble,25.5,74.5,25.5
Giant Spider,Mage,74.5,25.5,25.5
Giant Vulture,Scout,74.5,25.5,25.5
Giant Weasel,Violet Fungus,74.5,25.5,25.5
Giant Wolf Spider,Steam Mephit,74.5,25.5,25.5
Hell Hound,Sea Hag,25.5,74.5,25.5
Lion,Wight,25.5,74.5,25.5
Manticore,Owlbear,25.5,74.5,25.5
Mummy,Swarm of Quippers,74.5,25.5,25.5
Night Hag,"Werebear, Bear Form",74.5,25.5,25.5
Night Hag,"Werebear, Hybrid Form",74.5,25.5,25.5
Orc,Worg,25.5,74.5,25.5
Owlbear,"Wereboar, Human Form",74.5,25.5,25.5
Plesiosaurus,Winter Wolf,74.5,25.5,25.5
Riding Horse,Rust Monster,25.5,74.5,25.5
Swarm of Bats,Swarm of Ravens,25.5,74.5,25.5
Swarm of Poisonous Snakes,Worg,74.5,25.5,25.5
Young Black Dragon,Young Bronze Dragon,25.5,74.5,25.5
Young Blue Dragon,Young Bronze Dragon,74.5,25.5,25.5
Air Elemental,Night Hag,25.0,75.0,25.0
Air Elemental,Wraith,75.0,25.0,25.0
Awakened Shrub,Octopus,75.0,25.0,25.0
Baboon,Owl,75.0,25.0,25.0
Baboon,Scorpion,75.0,25.0,25.0
Badger,Bat,75.0,25.0,25.0
Bandit,Giant Sea Horse,25.0,75.0,25.0
Bandit Captain,Bronze Dragon Wyrmling,75.0,25.0,25.0
Bandit Captain,Giant Hyena,75.0,25.0,25.0
Bandit Captain,Pegasus,25.0,75.0,25.0
Bandit Captain,Will-o'-Wisp,75.0,25.0,25.0
Bat,Giant Fire Beetle,25.0,75.0,25.0
Bearded Devil,Ettercap,75.0,25.0,25.0
Black Bear,Reef Shark,25.0,75.0,25.0
Black Dragon Wyrmling,Ettercap,75.0,25.0,25.0
Black Pudding,"Werewolf, Hybrid Form",75.0,25.0,25.0
Black Pudding,"Werewolf, Wolf Form",75.0,25.0,25.0
Black Pudding,White Dragon Wyrmling,75.0,25.0,25.0
Blink Dog,Dust Mephit,75.0,25.0,25.0
Blink Dog,Orc,25.0,75.0,25.0
Boar,Giant Rat,75.0,25.0,25.0
Boar,Giant Rat (Diseased),75.0,25.0,25.0
Brass Dragon Wyrmling,Drow,75.0,25.0,25.0
Bulette,Gynosphinx,75.0,25.0,25.0
Camel,Giant Badger,25.0,75.0,25.0
Centaur,Rhinoceros,25.0,75.0,25.0
Chain Devil,Water Elemental,25.0,75.0,25.0
Chuul,Minotaur Skeleton,75.0,25.0,25.0
Cockatrice,Swarm of Bats,25.0,75.0,25.0
Copper Dragon Wyrmling,Hippogriff,75.0,25.0,25.0
Cult Fanatic,Skeleton,75.0,25.0,25.0
Death Dog,Ghoul,75.0,25.0,25.0
Death Dog,Swarm of Ravens,75.0,25.0,25.0
Doppelganger,Gibbering Mouther,25.0,75.0,25.0
Drow,Imp,75.0,25.0,25.0
Dust Mephit,Giant Weasel,75.0,25.0,25.0
Dust Mephit,Goblin,75.0,25.0,25.0
Earth Elemental,Giant Crocodile,75.0,25.0,25.0
Efreeti,Glabrezu,75.0,25.0,25.0
Efreeti,Roper,75.0,25.0,25.0
Ettercap,Swarm of Quippers,25.0,75.0,25.0
Flesh Golem,Nightmare,75.0,25.0,25.0
Flying Snake,Goat,75.0,25.0,25.0
Frost Giant,Gorgon,75.0,25.0,25.0
Ghast,Saber-Toothed Tiger,25.0,75.0,25.0
Giant Bat,Scout,75.0,25.0,25.0
Giant Constrictor Snake,Saber-Toothed Tiger,75.0,25.0,25.0
Giant Eagle,Spy,75.0,25.0,25.0
Giant Fire Beetle,Mastiff,25.0,75.0,25.0
Giant Hyena,Sea Hag,25.0,75.0,25.0
Giant Owl,Giant Poisonous Snake,75.0,25.0,25.0
Giant Shark,Gynosphinx,75.0,25.0,25.0
Giant Shark,Young Black Dragon,75.0,25.0,25.0
Giant Weasel,Quasit,75.0,25.0,25.0
Gorgon,Lich,75.0,25.0,25.0
Grick,Satyr,75.0,25.0,25.0
Harpy,Hippogriff,75.0,25.0,25.0
Jackal,Owl,75.0,25.0,25.0
Jackal,Scorpion,75.0,25.0,25.0
Killer Whale,Young Brass Dragon,25.0,75.0,25.0
Kobold,Quasit,25.0,75.0,25.0
Kobold,Violet Fungus,25.0,75.0,25.0
Lion,Ochre Jelly,25.0,75.0,25.0
Lion,Tiger,25.0,75.0,25.0
Lizardfolk,Scout,75.0,25.0,25.0
Magmin,Orc,25.0,75.0,25.0
Marilith,Treant,75.0,25.0,25.0
Mimic,Succubus/Incubus,25.0,75.0,25.0
Mule,Pony,25.0,75.0,25.0
Night Hag,Young White Dragon,25.0,75.0,25.0
Otyugh,Vrock,75.0,25.0,25.0
Otyugh,"Werebear, Bear Form",25.0,75.0,25.0
Otyugh,"Werebear, Hybrid Form",25.0,75.0,25.0
Owl,Scorpion,75.0,25.0,25.0
Quasit,Zombie,25.0,75.0,25.0
Rakshasa,Water Elemental,25.0,75.0,25.0
Red Dragon Wyrmling,Salamander,25.0,75.0,25.0
Vampire Spawn,Veteran,75.0,25.0,25.0
"Vampire, Vampire Form",Xorn,75.0,25.0,25.0
"Werebear, Bear Form",Young Brass Dragon,25.0,75.0,25.0
"Werebear, Hybrid Form",Young Brass Dragon,25.0,75.0,25.0
Aboleth,Hill Giant,75.5,24.5,24.5
Aboleth,Young Brass Dragon,75.5,24.5,24.5
Adult Blue Dragon,Iron Golem,24.5,75.5,24.5
Animated Armor,Black Pudding,24.5,75.5,24.5
Animated Armor,Duergar,75.5,24.5,24.5
Animated Armor,Specter,75.5,24.5,24.5
Ape,"Wererat, Human Form",24.5,75.5,24.5
Azer,Mummy,24.5,75.5,24.5
Bandit,Dust Mephit,24.5,75.5,24.5
Basilisk,Pegasus,24.5,75.5,24.5
Bearded Devil,Doppelganger,24.5,75.5,24.5
Berserker,Griffon,75.5,24.5,24.5
Berserker,Ogre Zombie,24.5,75.5,24.5
Black Bear,Giant Goat,24.5,75.5,24.5
Black Dragon Wyrmling,Grick,75.5,24.5,24.5
Blink Dog,Darkmantle,24.5,75.5,24.5
Boar,Constrictor Snake,24.5,75.5,24.5
Boar,Giant Wasp,24.5,75.5,24.5
Boar,Panther,24.5,75.5,24.5
Bronze Dragon Wyrmling,Sea Hag,24.5,75.5,24.5
Bugbear,Manticore,24.5,75.5,24.5
Bulette,Young Black Dragon,75.5,24.5,24.5
Bulette,Young Silver Dragon,24.5,75.5,24.5
Centaur,Gelatinous Cube,24.5,75.5,24.5
Chimera,Guardian Naga,24.5,75.5,24.5
Cockatrice,Giant Weasel,75.5,24.5,24.5
Cockatrice,Goblin,75.5,24.5,24.5
Copper Dragon Wyrmling,Tiger,24.5,75.5,24.5
Copper Dragon Wyrmling,Wight,24.5,75.5,24.5
Couatl,Guardian Naga,24.5,75.5,24.5
Crab,Goat,24.5,75.5,24.5
Cult Fanatic,"Wererat, Hybrid Form",24.5,75.5,24.5
Cult Fanatic,"Wererat, Rat Form",24.5,75.5,24.5
Darkmantle,Drow,75.5,24.5,24.5
Deep Gnome (Svirfneblin),Giant Eagle,24.5,75.5,24.5
Draft Horse,Worg,24.5,75.5,24.5
Drow,Spy,24.5,75.5,24.5
Duergar,Orc,75.5,24.5,24.5
Duergar,Swarm of Poisonous Snakes,24.5,75.5,24.5
Eagle,Goat,75.5,24.5,24.5
Earth Elemental,Hill Giant,75.5,24.5,24.5
Elephant,Rakshasa,75.5,24.5,24.5
Elk,Ice Mephit,75.5,24.5,24.5
Frost Giant,Stone Giant,75.5,24.5,24.5
Ghast,Sea Hag,24.5,75.5,24.5
Ghost,Troll,24.5,75.5,24.5
Giant Ape,Young Silver Dragon,24.5,75.5,24.5
Giant Bat,Harpy,24.5,75.5,24.5
Giant Eagle,Worg,24.5,75.5,24.5
Giant Poisonous Snake,Swarm of Ravens,24.5,75.5,24.5
Giant Shark,Marilith,24.5,75.5,24.5
Giant Spider,Orc,75.5,24.5,24.5
Giant Toad,Lion,75.5,24.5,24.5
Giant Wolf Spider,Mule,75.5,24.5,24.5
Giant Wolf Spider,Skeleton,24.5,75.5,24.5
Gibbering Mouther,"Weretiger, Hybrid Form",24.5,75.5,24.5
Gibbering Mouther,"Weretiger, Tiger Form",24.5,75.5,24.5
Gladiator,Killer Whale,24.5,75.5,24.5
Goblin,Pseudodragon,75.5,24.5,24.5
Green Dragon Wyrmling,Hunter Shark,24.5,75.5,24.5
Green Hag,Vrock,75.5,24.5,24.5
Harpy,Shadow,75.5,24.5,24.5
Hell Hound,Tiger,75.5,24.5,24.5
Hobgoblin,Thug,24.5,75.5,24.5
Manticore,Vampire Spawn,24.5,75.5,24.5
Medusa,Sea Hag,75.5,24.5,24.5
Mimic,"Werewolf, Hybrid Form",75.5,24.5,24.5
Mimic,"Werewolf, Wolf Form",75.5,24.5,24.5
Mummy,Vampire Spawn,24.5,75.5,24.5
Nightmare,Spirit Naga,75.5,24.5,24.5
Ogre,"Wereboar, Human Form",75.5,24.5,24.5
Plesiosaurus,Troll,75.5,24.5,24.5
Plesiosaurus,Wyvern,24.5,75.5,24.5
Reef Shark,Swarm of Bats,75.5,24.5,24.5
Riding Horse,Sahuagin,75.5,24.5,24.5
Shadow,Swarm of Bats,75.5,24.5,24.5
Specter,Swarm of Ravens,75.5,24.5,24.5
Succubus/Incubus,"Wereboar, Boar Form",24.5,75.5,24.5
Succubus/Incubus,"Wereboar, Hybrid Form",24.5,75.5,24.5
Succubus/Incubus,Will-o'-Wisp,75.5,24.5,24.5
Warhorse,"Wererat, Human Form",75.5,24.5,24.5
"Wererat, Human Form","Wererat, Hybrid Form",75.5,24.5,24.5
"Wererat, Human Form","Wererat, Rat Form",75.5,24.5,24.5
Adult Brass Dragon,Cloud Giant,24.0,76.0,24.0
Archmage,Green Dragon Wyrmling,76.0,24.0,24.0
Archmage,Manticore,24.0,76.0,24.0
Awakened Shrub,Flying Snake,24.0,76.0,24.0
Awakened Tree,Lamia,24.0,76.0,24.0
Awakened Tree,Silver Dragon Wyrmling,76.0,24.0,24.0
Azer,Worg,76.0,24.0,24.0
Bandit Captain,Green Dragon Wyrmling,76.0,24.0,24.0
Bandit Captain,Hell Hound,76.0,24.0,24.0
Bandit Captain,"Wereboar, Boar Form",24.0,76.0,24.0
Bandit Captain,"Wereboar, Hybrid Form",24.0,76.0,24.0
Basilisk,Drider,24.0,76.0,24.0
Basilisk,Giant Boar,76.0,24.0,24.0
Basilisk,Half-Red Dragon Veteran,24.0,76.0,24.0
Basilisk,Vampire Spawn,24.0,76.0,24.0
Berserker,Gold Dragon Wyrmling,24.0,76.0,24.0
Blink Dog,Giant Bat,24.0,76.0,24.0
Blink Dog,Lizardfolk,24.0,76.0,24.0
Boar,Camel,76.0,24.0,24.0
Boar,Ice Mephit,24.0,76.0,24.0
Camel,Dryad,24.0,76.0,24.0
Camel,Giant Weasel,24.0,76.0,24.0
Camel,Giant Wolf Spider,24.0,76.0,24.0
Clay Golem,Night Hag,76.0,24.0,24.0
Commoner,Giant Centipede,24.0,76.0,24.0
Copper Dragon Wyrmling,Thug,76.0,24.0,24.0
Couatl,"Werebear, Human Form",76.0,24.0,24.0
Crab,Rat,76.0,24.0,24.0
Crocodile,Giant Poisonous Snake,76.0,24.0,24.0
Darkmantle,Duergar,24.0,76.0,24.0
Death Dog,Rust Monster,76.0,24.0,24.0
Draft Horse,Hobgoblin,76.0,24.0,24.0
Dretch,Gray Ooze,24.0,76.0,24.0
Dretch,Zombie,24.0,76.0,24.0
Drider,Mummy,76.0,24.0,24.0
Drow,Magma Mephit,76.0,24.0,24.0
Drow,Sahuagin,76.0,24.0,24.0
Efreeti,Ice Devil,76.0,24.0,24.0
Ettin,Fire Elemental,76.0,24.0,24.0
Ettin,Red Dragon Wyrmling,76.0,24.0,24.0
Fire Giant,Iron Golem,24.0,76.0,24.0
Flying Snake,Pseudodragon,24.0,76.0,24.0
Gelatinous Cube,Hell Hound,76.0,24.0,24.0
Ghast,Warhorse Skeleton,76.0,24.0,24.0
Ghost,Saber-Toothed Tiger,76.0,24.0,24.0
Ghoul,Worg,24.0,76.0,24.0
Giant Bat,"Wererat, Human Form",24.0,76.0,24.0
Giant Eagle,Reef Shark,76.0,24.0,24.0
Giant Goat,Giant Spider,24.0,76.0,24.0
Giant Hyena,"Werewolf, Hybrid Form",76.0,24.0,24.0
Giant Hyena,"Werewolf, Wolf Form",76.0,24.0,24.0
Giant Lizard,Riding Horse,76.0,24.0,24.0
Giant Lizard,Wolf,76.0,24.0,24.0
Giant Octopus,Silver Dragon Wyrmling,24.0,76.0,24.0
Giant Owl,Scout,76.0,24.0,24.0
Giant Poisonous Snake,Wolf,76.0,24.0,24.0
Giant Shark,Young White Dragon,76.0,24.0,24.0
Gold Dragon Wyrmling,Red Dragon Wyrmling,24.0,76.0,24.0
Gynosphinx,Young Copper Dragon,76.0,24.0,24.0
Hell Hound,Hunter Shark,24.0,76.0,24.0
Ice Mephit,Quasit,76.0,24.0,24.0
Ice Mephit,Scout,24.0,76.0,24.0
Lizardfolk,"Wererat, Human Form",24.0,76.0,24.0
Magmin,Shadow,24.0,76.0,24.0
Medusa,Spirit Naga,24.0,76.0,24.0
Minotaur Skeleton,Rakshasa,24.0,76.0,24.0
Ogre,Veteran,76.0,24.0,24.0
Orc,Swarm of Rats,76.0,24.0,24.0
Polar Bear,Silver Dragon Wyrmling,24.0,76.0,24.0
Pony,Swarm of Bats,24.0,76.0,24.0
Priest,Zombie,76.0,24.0,24.0
Quasit,Sahuagin,24.0,76.0,24.0
Red Dragon Wyrmling,"Werebear, Human Form",24.0,76.0,24.0
Red Dragon Wyrmling,Winter Wolf,76.0,24.0,24.0
Rhinoceros,Winter Wolf,24.0,76.0,24.0
Riding Horse,Spy,24.0,76.0,24.0
Roc,Solar,24.0,76.0,24.0
Shield Guardian,Triceratops,24.0,76.0,24.0
"Werebear, Human Form",Xorn,24.0,76.0,24.0
Young Blue Dragon,Young Silver Dragon,24.0,76.0,24.0
Aboleth,Mummy Lord,76.5,23.5,23.5
Acolyte,Giant Fire Beetle,76.5,23.5,23.5
Adult Black Dragon,Stone Golem,76.5,23.5,23.5
Adult Copper Dragon,Adult Green Dragon,23.5,76.5,23.5
Adult Copper Dragon,Young Silver Dragon,76.5,23.5,23.5
Adult Silver Dragon,Purple Worm,76.5,23.5,23.5
Air Elemental,Chain Devil,76.5,23.5,23.5
Androsphinx,Tyrannosaurus Rex,76.5,23.5,23.5
Animated Armor,Giant Spider,76.5,23.5,23.5
Ape,Warhorse,23.5,76.5,23.5
Archmage,Ghast,76.5,23.5,23.5
Assassin,Manticore,76.5,23.5,23.5
Awakened Tree,Half-Red Dragon Veteran,76.5,23.5,23.5
Baboon,Giant Fire Beetle,23.5,76.5,23.5
Bandit,Blood Hawk,76.5,23.5,23.5
Bandit,Giant Crab,23.5,76.5,23.5
Bandit,Giant Rat,76.5,23.5,23.5
Bandit,Giant Rat (Diseased),76.5,23.5,23.5
Bandit Captain,Giant Constrictor Snake,23.5,76.5,23.5
Bat,Deer,23.5,76.5,23.5
Bearded Devil,Worg,76.5,23.5,23.5
Berserker,Gelatinous Cube,76.5,23.5,23.5
Black Bear,Giant Weasel,76.5,23.5,23.5
Black Bear,Gray Ooze,76.5,23.5,23.5
Black Bear,Zombie,76.5,23.5,23.5
Black Dragon Wyrmling,Brown Bear,76.5,23.5,23.5
Blood Hawk,Grimlock,23.5,76.5,23.5
Bone Devil,Young White Dragon,23.5,76.5,23.5
Brass Dragon Wyrmling,Worg,23.5,76.5,23.5
Bugbear,Hunter Shark,23.5,76.5,23.5
Bugbear,Worg,76.5,23.5,23.5
Centaur,Silver Dragon Wyrmling,23.5,76.5,23.5
Chain Devil,Killer Whale,23.5,76.5,23.5
Couatl,Gladiator,76.5,23.5,23.5
Couatl,Rakshasa,76.5,23.5,23.5
Crocodile,Duergar,23.5,76.5,23.5
Death Dog,Hippogriff,76.5,23.5,23.5
Doppelganger,Ghast,76.5,23.5,23.5
Dretch,Dust Mephit,23.5,76.5,23.5
Dretch,Elk,23.5,76.5,23.5
Drider,"Weretiger, Human Form",23.5,76.5,23.5
Drow,Goblin,76.5,23.5,23.5
Drow,Orc,23.5,76.5,23.5
Drow,Pony,76.5,23.5,23.5
Dust Mephit,Swarm of Rats,23.5,76.5,23.5
Elk,Imp,76.5,23.5,23.5
Elk,Orc,23.5,76.5,23.5
Ettin,Plesiosaurus,76.5,23.5,23.5
Fire Elemental,"Werebear, Human Form",23.5,76.5,23.5
Flesh Golem,Gold Dragon Wyrmling,76.5,23.5,23.5
Gelatinous Cube,Giant Octopus,76.5,23.5,23.5
Gelatinous Cube,Spirit Naga,23.5,76.5,23.5
Gelatinous Cube,Unicorn,23.5,76.5,23.5
Ghoul,Warhorse Skeleton,23.5,76.5,23.5
Giant Badger,Giant Crab,23.5,76.5,23.5
Giant Boar,White Dragon Wyrmling,76.5,23.5,23.5
Giant Crab,Swarm of Bats,23.5,76.5,23.5
Giant Crocodile,"Vampire, Vampire Form",76.5,23.5,23.5
Giant Octopus,Rhinoceros,23.5,76.5,23.5
Giant Rat,Grimlock,23.5,76.5,23.5
Giant Rat (Diseased),Grimlock,23.5,76.5,23.5
Giant Scorpion,White Dragon Wyrmling,76.5,23.5,23.5
Giant Spider,Harpy,76.5,23.5,23.5
Giant Vulture,Warhorse,23.5,76.5,23.5
Giant Wolf Spider,Riding Horse,23.5,76.5,23.5
Gnoll,Satyr,23.5,76.5,23.5
Green Hag,Lamia,76.5,23.5,23.5
Grick,Warhorse,76.5,23.5,23.5
Griffon,Half-Red Dragon Veteran,23.5,76.5,23.5
Guardian Naga,Young Brass Dragon,23.5,76.5,23.5
Harpy,Spy,76.5,23.5,23.5
Hell Hound,Succubus/Incubus,23.5,76.5,23.5
Hyena,Vulture,76.5,23.5,23.5
Killer Whale,Wraith,76.5,23.5,23.5
Lamia,Plesiosaurus,76.5,23.5,23.5
Lemure,Stirge,76.5,23.5,23.5
Lich,Young Bronze Dragon,23.5,76.5,23.5
Magmin,Reef Shark,23.5,76.5,23.5
Marilith,Young Silver Dragon,23.5,76.5,23.5
Mummy,Polar Bear,76.5,23.5,23.5
Mummy,"Wereboar, Human Form",23.5,76.5,23.5
Otyugh,"Werebear, Human Form",76.5,23.5,23.5
Owlbear,Sea Hag,76.5,23.5,23.5
Priest,Shadow,23.5,76.5,23.5
Shambling Mound,"Vampire, Vampire Form",76.5,23.5,23.5
Swarm of Beetles,White Dragon Wyrmling,23.5,76.5,23.5
Swarm of Centipedes,White Dragon Wyrmling,23.5,76.5,23.5
Swarm of Insects,White Dragon Wyrmling,23.5,76.5,23.5
Swarm of Spiders,White Dragon Wyrmling,23.5,76.5,23.5
Swarm of Wasps,White Dragon Wyrmling,23.5,76.5,23.5
Young Bronze Dragon,Young Green Dragon,76.5,23.5,23.5
Adult Gold Dragon,Nalfeshnee,77.0,23.0,23.0
Adult Red Dragon,Nalfeshnee,77.0,23.0,23.0
Air Elemental,Hill Giant,23.0,77.0,23.0
Animated Armor,Hell Hound,23.0,77.0,23.0
Archmage,Sea Hag,23.0,77.0,23.0
Assassin,Unicorn,23.0,77.0,23.0
Awakened Shrub,Sprite,77.0,23.0,23.0
Azer,Ochre Jelly,77.0,23.0,23.0
Bandit,Gray Ooze,23.0,77.0,23.0
Bandit,Sahuagin,23.0,77.0,23.0
Bandit,Zombie,23.0,77.0,23.0
Bandit Captain,Swarm of Quippers,77.0,23.0,23.0
Behir,Tyrannosaurus Rex,77.0,23.0,23.0
Blink Dog,Imp,77.0,23.0,23.0
Blink Dog,Noble,77.0,23.0,23.0
Boar,Giant Sea Horse,23.0,77.0,23.0
Bronze Dragon Wyrmling,Rhinoceros,23.0,77.0,23.0
Bronze Dragon Wyrmling,Swarm of Poisonous Snakes,77.0,23.0,23.0
Cloaker,Ogre,77.0,23.0,23.0
Commoner,Flying Snake,23.0,77.0,23.0
Crocodile,Death Dog,23.0,77.0,23.0
Cultist,Magmin,23.0,77.0,23.0
Dire Wolf,Gargoyle,77.0,23.0,23.0
Dire Wolf,"Werewolf, Hybrid Form",77.0,23.0,23.0
Dire Wolf,"Werewolf, Wolf Form",77.0,23.0,23.0
Djinni,Earth Elemental,77.0,23.0,23.0
Dretch,Giant Rat,77.0,23.0,23.0
Dretch,Giant Rat (Diseased),77.0,23.0,23.0
Dretch,Skeleton,23.0,77.0,23.0
Drow,Noble,77.0,23.0,23.0
Duergar,Hippogriff,77.0,23.0,23.0
Elk,Gnoll,23.0,77.0,23.0
Gargoyle,Merrow,23.0,77.0,23.0
Gargoyle,Ochre Jelly,77.0,23.0,23.0
Gelatinous Cube,Half-Red Dragon Veteran,23.0,77.0,23.0
Ghost,Will-o'-Wisp,77.0,23.0,23.0
Ghoul,Phase Spider,23.0,77.0,23.0
Giant Badger,Sahuagin,23.0,77.0,23.0
Giant Bat,Warhorse,23.0,77.0,23.0
Giant Constrictor Snake,Ogre Zombie,23.0,77.0,23.0
Giant Crab,Shadow,23.0,77.0,23.0
Giant Elk,Swarm of Quippers,77.0,23.0,23.0
Giant Goat,Swarm of Bats,77.0,23.0,23.0
Giant Hyena,Silver Dragon Wyrmling,23.0,77.0,23.0
Giant Lizard,Priest,77.0,23.0,23.0
Giant Lizard,Satyr,23.0,77.0,23.0
Giant Poisonous Snake,Swarm of Beetles,23.0,77.0,23.0
Giant Poisonous Snake,Swarm of Centipedes,23.0,77.0,23.0
Giant Poisonous Snake,Swarm of Insects,23.0,77.0,23.0
Giant Poisonous Snake,Swarm of Spiders,23.0,77.0,23.0
Giant Poisonous Snake,Swarm of Wasps,23.0,77.0,23.0
Giant Toad,Will-o'-Wisp,23.0,77.0,23.0
Gnoll,Riding Horse,77.0,23.0,23.0
Green Dragon Wyrmling,Sea Hag,23.0,77.0,23.0
Green Hag,Guardian Naga,23.0,77.0,23.0
Griffon,Vampire Spawn,23.0,77.0,23.0
Half-Red Dragon Veteran,Manticore,77.0,23.0,23.0
Hell Hound,Veteran,23.0,77.0,23.0
Hell Hound,White Dragon Wyrmling,77.0,23.0,23.0
Hippogriff,Hobgoblin,77.0,23.0,23.0
Hippogriff,Phase Spider,23.0,77.0,23.0
Lizardfolk,Warhorse,23.0,77.0,23.0
Magma Mephit,Priest,23.0,77.0,23.0
Merrow,Veteran,23.0,77.0,23.0
Mimic,Saber-Toothed Tiger,23.0,77.0,23.0
Nalfeshnee,Storm Giant,23.0,77.0,23.0
Noble,Pseudodragon,77.0,23.0,23.0
Ogre Zombie,"Weretiger, Human Form",77.0,23.0,23.0
Owlbear,Rhinoceros,77.0,23.0,23.0
Pegasus,Troll,23.0,77.0,23.0
